Ime izdelka,Znamka,Cena,Promocijska cena,Kolicina,Enota,Kategorija
LED žarnica General Electric,GENERAL ELECTRIC,6.49,4.54,1.0,kos, ŽARNICE
Kavni aparat Gorenje ATCM730T,GORENJE,78.99,0,1.0,kos, MALI GOSPODINJSKI APARATI
Prt,RICOMAX,5.99,0,1.0,kos, KUHINJSKI TEKSTIL
Prtiček,RICOMAX,1.99,0.6,1.0,kos, KUHINJSKI TEKSTIL
Knjiga žepnica V Formi z Alenko Košir: Knjižica receptov 2,NERAZPOREJENI ARTIKLI,14.99,4.5,1.0,kos, LEPOSLOVJE
Knjiga žepnica V Formi z Alenko Košir: Knjižica receptov,NERAZPOREJENI ARTIKLI,12.99,3.9,1.0,kos, LEPOSLOVJE
Gel za prhanje Nivea Men Sensitive,NIVEA,2.29,1.6,0.001,l, TUŠIRANJE IN KOPANJE
Pokrovka Inox Triply,MEHRZER,23.99,7.2,1.0,kos, POSODA
Okrasna blazina,-,5.99,1.8,1.0,kos, HIŠNI TEKSTIL
Prenosni računalnik,ASUS,379.99,114,1.0,kos, RAČUNALNIŠTVO
Tekoče milo s kokosovim oljem,HELLO NATURE,3.99,1.2,0.001,l, MILA
Mleko za telo s kokosovim oljem,HELLO NATURE,4.99,1.5,0.001,l, KREME IN LOTIONI
Grabljice za rože z dolgim ročajem,PAPILLON,4.99,0,1.0,kos, VRTNA GALANTERIJA IN ORODJE
PVC skodelice,DOBAR DAN,4.49,1.35,1.0,kos, PVC KROŽNIKI; KOZARCI; PRIBOR; SLAMICE
Košara za perilo Infinity,CURVER,21.29,0,1.0,kos, PRIPOMOČKI ZA SUŠENJE IN LIKANJE PERILA
Žlica za obuvanje kovinska Gavial,GAVIAL,1.99,0.6,1.0,kos, VEZALKE; VLOŽKI; ŽLICE ZA OBUTEV
Gel za prhanje Kneipp,KNEIPP,5.79,1.74,0.001,l, TUŠIRANJE IN KOPANJE
Otroška knjiga zbirka Večne pravljice,GRAHOVAC,2.5,0.75,1.0,kos, OTROŠKE KNJIGE
Plišasta igrača Disney Junior,SIMBA,4.99,2.5,1.0,kos, PLIŠASTE IN TEKSTILNE IGRAČE
Sveže pirino testo za pizzo,TANTE FANNY,3.69,0,1.0,g, HLAJENO TESTO
Otroška napihljiva blazina,INTEX,29.99,15,1.0,kos, NAPIHLJIVI PROGRAM
Keksi Amaretti del Chiostro 150g,CHIOSTRO,6.89,0,1.0,kos, KEKSI NAVADNI; MEŠANI; POLNJENI
Bio temna čokolada,ZOTTER,4.89,0,1.0,g, ČOKOLADA
Bio mlečna čokolada,ZOTTER,4.89,0,1.0,g, ČOKOLADA
Bio temna čokolada,ZOTTER,4.89,0,1.0,g, ČOKOLADA
Bio čokolada,ZOTTER,4.89,0,1.0,g, ČOKOLADA
Družabna igra Zvezdavi korenček,CREATIV HOUSE,19.99,0,1.0,kos, DRUŽABNE IGRE
Mlinci,MLINOPEK,1.29,0,1.0,g, MLINCI
Bonboni,TROLLI,2.59,1.99,1.0,g, BONBONI 
Refošk,SANTOMAS,6.39,0,1.0,l, RDEČA VINA IN ROSE
Konjak Hennessy VS 0,HENNESSY,36.89,0,1.0,kos, COGNAC; BRANDY
Lonček Tea stamp,HOME,2.29,0.69,1.0,kos, PORCELAN; KERAMIKA
Zvezdice na lesenem podstavku,HOME,12.99,3.9,1.0,kos, PORCELAN; KERAMIKA
Mlečna rezina Kinder Pingui,FERRERO - HLAJENI PROGRAM,0.53,0,1.0,g, MLEČNI RIŽ; DESERTI ...
Čopič,COOK CHARMY,2.19,1.1,1.0,kos, KUHINJSKI PRIPOMOČKI
Topljeni sir s šunko,ZDENKA,2.19,0,1.0,g, TOPLJENI SIR
3 slojne maske za obraz z elastiko,GESALIFE,6.99,3.5,1.0,kos, PRVA POMOČ (OBLIŽI; POVOJI; GAZE)
Maske,KONDOR,4.99,3.49,1.0,kos, PRVA POMOČ (OBLIŽI; POVOJI; GAZE)
Ekstra deviško oljčno olje Arbequina,LA MASROJANA,16.79,0,0.001,l, OLJE
Zložljiva nakupovalna košara,URAL,14.99,4.5,1.0,kos, KOPALNIŠKI TEKSTIL
Bio kurkuma v prahu,NATURE´S FINEST,5.69,4.84,1.0,g, ZAČIMBE IN DIŠAVE
Bonboniera,EUGEN CHOCOLATE,14.99,11.99,1.0,g, BONBONIERE
Nalivno pero za levičarje Stabilo Easy,STABILO,7.59,2.28,1.0,kos, PISALA 
Fileti skuše Messicana,RIO MARE,3.49,0,1.0,g, RIBJE KONZERVE
Pipeta pasja insekticid Vetoc,VETOCANIS,8.99,0,1.0,kos, POSODE
Otroška zobna pasta,ELMEX,6.69,0,0.001,l, KOPANJE IN UMIVANJE
Zobna pasta,ELMEX,9.29,0,0.001,l, ZOBNE PASTE
Suha srnina salama,KERN,31.79,0,0.22,kos, SUHOMESNATI IN TRAJNI IZDELKI
Koš za smeti Inox,HOME,8.99,0,1.0,l, VSE ZA SMETI
Set vijakov in nastavkov,BLACK&DECKER,49.99,0,1.0,kos, DELAVNICA
Plitvi krožnik,HOME,1.99,1.59,1.0,kos, POSODA ZA SHRANJEVANJE HRANE
Kmečka salama,KRAŠ,22.99,6.9,900.0,g, SUHOMESNATI IN TRAJNI IZDELKI
Ročni brivnik Flex3 Hybrid,BIC,6.39,1.92,1.0,kos, BRIVSKA KOZMETIKA IN GALANTERIJA
Insekticid  tablete proti moljem lavanda,RAID,4.09,1.23,1.0,kos, ZAŠČITA PRED INSEKTI
Kremasti gel za lase Pure Styler Medium Hold,TAFT,4.29,1.29,0.001,l, OBLIKOVANJE IN UTRJEVANJE LAS
Detergent za odstranjevanje madežev Frosch,FROSCH,2.79,0,0.001,l, EKOLOŠKA ČISTILA
Barva za lase Root Retoucher,SYOSS,5.57,1.67,1.0,kos, BARVE ZA LASE
Polnozrnati kruh Krjavelj za dopeko doma,PEKARNA GROSUPLJE,2.59,0,1.0,g, DRUGE VRSTE SVEŽEGA KRUHA
Zaščitni losjon Hydro infusion SPF30,PIZ BUIN SONČNA KOZMETIKA,18.99,9.5,0.001,l, ZAŠČITA PRED SONCEM
Whey Proteini Me:First,ME:FIRST,64.99,45.49,1000.0,g, PREHRANSKA DOPOLNILA
Samoporjavitveni sprej TanGlow,MAZZACI,18.99,5.7,0.001,l, ZAŠČITA PRED SONCEM
Tlačenka,MESARSTVO PODOBNIK,12.99,0,300.0,g, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Goveja salama,MESARSTVO PODOBNIK,18.99,0,400.0,g, SUHOMESNATI IN TRAJNI IZDELKI
Jajčni svedri iz pšeničnih kalčkov,MOLEUM,4.89,0,1.0,g, PREHRANSKA DOPOLNILA
Bio mešanica veganskih proteinov 70 %,NUTRISSLIM,15.89,0,1.0,g, PREHRANSKA DOPOLNILA
Pšenično pivo Stiegl,STIEGL,1.89,0,1.0,l, PIVO
Plažna brisača,VESELI VALOVI,19.99,10,1.0,kos, SCANDINAVIA AROUND
Žoga,MONDO,3.99,0,1.0,kos, ŽOGE
Bio mlečna čokolada,ZOTTER,4.89,0,1.0,g, ČOKOLADA
Squishy kit,SQUISHY,6.99,2.1,1.0,kos, DRUGE IGRAČE
Halogenska žarnica General Electric,GENERAL ELECTRIC,2.29,0.69,1.0,kos, ŽARNICE
Toaletna voda Fashionista New Brand,NEW BRAND,10.49,0,0.001,l, PARFUMI; PARFUMSKE IN TOALETNE VODE
Bio mlečna čokolada,ZOTTER,4.89,0,1.0,g, ČOKOLADA
Pikant burger,KODILA,2.79,0,1.0,g, ZAMRZNJENO RDEČE MESO
Renski rizling,PULLUS,6.69,2.01,1.0,l, BELA VINA
Prekajena šunka kraškopoljca,GRAJSKE MESNINE,33.79,0,500.0,g, SUHOMESNATI IN TRAJNI IZDELKI
Pršut San Daniele s kostjo,CITTERIO,20.49,0,10000.0,g, SUHOMESNATI IN TRAJNI IZDELKI
Knjiga žepnica Vsa ta nevidna svetloba,MLADINSKA KNJIGA ZALOŽBA,17.99,0,1.0,kos, LEPOSLOVJE
VINO R.MO.FRANKINJA AMON0,AMON,7.99,0,1.0,kos, RDEČA VINA IN ROSE
Pikant burger,KODILA,2.79,0,1.0,g, ZAMRZNJENO RDEČE MESO
Brut Reserve,TATTINGER,64.89,0,1.0,l, PENEČA VINA
Vroča čokolada z lešniki,BAM,6.49,0,1.0,g, VROČE ČOKOLADE
Temna vroča čokolada,BAM,6.49,0,1.0,g, VROČE ČOKOLADE
Darilna garnitura Gillette,GILLETTE,18.99,12.34,0.001,l, TOALETNE GARNITURE IN DARILNI SETI
Darilna garnitura z igralnimi kartami,OLD SPICE,29.99,19.49,1.0,kos, TOALETNE GARNITURE IN DARILNI SETI
Darilna garnitura z igralno podlogo in figurami,OLD SPICE,23.99,15.59,1.0,kos, TOALETNE GARNITURE IN DARILNI SETI
Instant napitek,ORAKETA,0.59,0.39,1.0,g, INSTANT NAPITKI  
Losjon po britju Black,AXE,9.59,7,0.001,l, BRIVSKA KOZMETIKA IN GALANTERIJA
Losjon po britju Dark temptation,AXE,9.59,7,0.001,l, BRIVSKA KOZMETIKA IN GALANTERIJA
Sojina omaka z manj soli,YAMASA,5.29,0,0.001,l, AZIJSKA PREHRANA
Rum Selection de Maestro,HAVANA CLUB,59.99,0,1.0,kos, RUM
Prekajena šunka brez kosti s kožo,ANTON,20.49,0,900.0,g, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Ovseni kosmiči Mlinarjev sin,MLIN ROTAR,2.09,0,1000.0,g, MÜESLI
Narezek salama Princesa Mexicana,MESARIJA KRAGELJ SUŠENE MES.,3.29,0,1.0,g, SUHOMESNATI IN TRAJNI IZDELKI
Kruhove kocke za juho s čebulo in česnom,LEIMER,1.99,0,1.0,g, JUŠNI REZANCI IN JUŠNE ZAKUHE
Jušne Kroglice,LEIMER,1.99,0,1.0,g, JUŠNI REZANCI IN JUŠNE ZAKUHE
Termo posoda lev,FREEON,9.59,0,0.001,l, PRIPOMOČKI ZA HRANJENJE
Kvadratni špageti,DE CECCO,2.49,0,1.0,g, DOLGE IN KRATKE TESTENINE
Testenine Sedani Rigati,DE CECCO,2.49,0,1.0,g, DOLGE IN KRATKE TESTENINE
Testenine Paccheri,DE CECCO,3.29,0,1.0,g, DOLGE IN KRATKE TESTENINE
Testenine Casareccia,DE CECCO,2.49,2.29,1.0,g, DOLGE IN KRATKE TESTENINE
Metuljčki,DE CECCO,2.49,0,1.0,g, DOLGE IN KRATKE TESTENINE
Riževi rezanci 3 mm,TAS,3.39,0,1.0,g, AZIJSKA PREHRANA
Oslič ala bakalar,ADRIATIC QUEN,2.19,0,1.0,g, RIBJE KONZERVE
Visoka kozica s steklenim pokrovom,METALAC,34.98,17.49,1.0,l, POSODA
Globoki krožnik,HOME,1.99,1.59,1.0,kos, POSODA ZA SHRANJEVANJE HRANE
Mleko Becutan 200ml,BECUTAN,3.19,0,1.0,kos, KOPANJE IN UMIVANJE
Temna čokolada s pomarančo in mandlji,LINDT,6.79,0,1.0,g, ČOKOLADA
Puding Sweet zero,DR.OETKER,1.67,1.47,1.0,g, OSTALA DIABETIČNA IN DIETETIČNA PREHRANA
Temna čokolada z ingverjem,EUGEN CHOCOLATE,5.99,4.79,1.0,g, ČOKOLADA
Mlečna čokolada z lešnikom,EUGEN CHOCOLATE,5.99,4.79,1.0,g, ČOKOLADA
Bela čokolada z malino,EUGEN CHOCOLATE,5.99,4.79,1.0,g, ČOKOLADA
Karamelna čokolada s kakavom,EUGEN CHOCOLATE,5.99,4.79,1.0,g, ČOKOLADA
Čokoladni srčki v mrežici,SORINI,2.39,0,1.0,g, SEZONSKI IZDELKI SLADKEGA PROGRAMA Z IGRAČO
Sladilo Eritritol,DR.OETKER,3.39,0,1.0,g, NARAVNA SLADILA
BELA ČOKOLADA Z LEŠNIKI HEIDI GRAND'OR 100G,HEIDI,2.99,2.69,1.0,kos, ČOKOLADA
ČOKOLADA HEIDI GRAND'OR MLEČNA Z LEŠNIKI 100g,HEIDI,2.99,2.69,1.0,kos, ČOKOLADA
TEMNA ČOKOLADA HEIDI GRANDOR POMARANČA 80G,HEIDI,2.49,2.19,1.0,kos, ČOKOLADA
Omaka z gobami,BARILLA,5.39,0,1.0,g, ZELENJAVNE OMAKE
Oljni odstranjevalec laka za nohte,DELINE,1.69,0,0.001,l, NEGA ROK
Instant otroški čaj s komarčkom,BEBIVITA,2.99,0,1.0,g, OTROŠKI ČAJI
Instant otroški sadni čaj,BEBIVITA,2.99,0,1.0,g, OTROŠKI ČAJI
Ajdovi jajčni svedri,MLINARJEV SIN,3.99,0,1.0,g, DOLGE IN KRATKE TESTENINE
Konjski pršut Pr' Soud,DOMAČE MESNINE SOUD,42.69,0,500.0,g, SUHOMESNATI IN TRAJNI IZDELKI
Prekajen vrat,BLATNIK,12.39,0,500.0,g, SUHOMESNATI IN TRAJNI IZDELKI
Sir Camembert Bufalo,PONTE REALE,7.49,6.69,1.0,g, SIRI S PLESNIJO
Barva za lase,SUBRINA SATEN,5.99,0,1.0,kos, BARVE ZA LASE
Barva za lase,SUBRINA SATEN,5.99,0,1.0,kos, BARVE ZA LASE
Barva za lase,SUBRINA SATEN,5.99,0,1.0,kos, BARVE ZA LASE
Barva za lase,SUBRINA SATEN,5.99,0,1.0,kos, BARVE ZA LASE
Prt Dotty Walnut,MISTRAL HOME,13.99,0,1.0,kos, KUHINJSKI TEKSTIL
Prt Home Dotty Red,MISTRAL HOME,13.99,0,1.0,kos, KUHINJSKI TEKSTIL
Tipkovnica,TRUST,31.99,0,1.0,kos, RAČUNALNIŠTVO
Kondomi Intense 16's,DUREX,23.39,11.7,1.0,kos, KONDOMI 
Kondom Feel Ultra Thin,DUREX,13.59,0,1.0,kos, KONDOMI 
Odstranjevalec vlage,CERESIT,14.79,0,1.0,g, ODSTRANJEVALCI VONJAV IN VLAGE
Likalnik 2000,HOME,19.99,0,1.0,kos, MALI GOSPODINJSKI APARATI
Barva za lase Casting Creme Gloss,LOREAL CASTING,8.99,0,1.0,kos, BARVE ZA LASE
Krožnik skledica z žličko,CANPOL,5.99,1.8,1.0,kos, PRIPOMOČKI ZA HRANJENJE
Venec svečnik,RICOMAX,17.99,0,1.0,kos, MIKLAVŽ; BOŽIČ; NOVO LETO
Čokoladne praline socado z lešnikovim polnilom in kosmiči,SOCADO,7.59,0,1.0,g, BONBONIERE
Večnamenski cvrtnik Versalio 7v1,TEFAL,149.99,0,1.0,kos, MALI GOSPODINJSKI APARATI
Pručka Stars,KEEEPER,12.99,0,1.0,kos, OTROŠKA OPREMA
Set 4M Izkopavanje mamut,4M,11.99,0,1.0,kos, PRIPOMOČKI ZA USTVARJANJE
Higienski strižnik Remington NE3150,REMINGTON,13.99,0,1.0,kos, APARATI ZA NEGO TELESA
Barva za lase,SUBRINA CHARM,4.99,0,1.0,kos, BARVE ZA LASE
Barva za lase,SUBRINA CHARM,4.99,0,1.0,kos, BARVE ZA LASE
Barva za lase,SUBRINA CHARM,4.99,0,1.0,kos, BARVE ZA LASE
Lonec za mleko,EVA - POSODA,41.99,0,1.0,kos, POSODA
Risano,REMEC,15.99,0,1.0,kos, RDEČA VINA IN ROSE
Veritas,AMON,15.9,0,1.0,kos, BELA VINA
Rebula,VINA ERZETIĆ,14.99,0,1.0,l, BELA VINA
Belo vino,AMON,14.19,0,1.0,l, BELA VINA
Balzam Express Supreme Length,GLISS,5.99,0,0.001,l, BALZAMI
Barva za lase Excellence,LOREAL EXCELLENCE,8.99,0,1.0,kos, BARVE ZA LASE
Sok granatno jabolko z medom,KOŠALE,13.29,0,1.0,g, PREHRANSKA DOPOLNILA
Otroška kopel z izvlečkom ovsa in D-pantenolom,BECUTAN,3.19,0,0.001,l, KOPANJE IN UMIVANJE
Čistilna pena za zaščito gum Armor All,ARMOR ALL,12.99,0,0.001,l, VZDRŽEVANJE IN NEGA VOZIL
Čistilo platišč Shield Armor All,ARMOR ALL,19.99,0,0.001,l, VZDRŽEVANJE IN NEGA VOZIL
Lonec teflon Magefesa 12 cm,VITRINOR,14.99,0,1.0,kos, POSODA
Set gondola iz pločevinke,4M,16.99,0,1.0,kos, PRIPOMOČKI ZA USTVARJANJE
Olje za solato,ZVEZDA,8.99,0,1.0,l, OSTALE VRSTE OLJA
Pokončni sesalnik,ROWENTA,279.99,0,1.0,kos, MALI GOSPODINJSKI APARATI
Led žarnica,OSRAM,5.99,0,1.0,kos, ŽARNICE
Led žarnica,OSRAM,16.19,8.1,1.0,kos, ŽARNICE
Led žarnica,OSRAM,7.39,0,1.0,kos, ŽARNICE
Led žarnica,OSRAM,5.09,0,1.0,kos, ŽARNICE
Sarajevsko svetlo lager pivo,SARAJEVSKO PIVO,1.29,0,1.0,l, PIVO
Slanina Lardo Mangalica,KODILA,35.99,0,198.0,g, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Brisača Joy,VITAPUR,8.99,6.29,1.0,kos, KOPALNIŠKI TEKSTIL
Venec svečnik,RICOMAX,17.99,0,1.0,kos, MIKLAVŽ; BOŽIČ; NOVO LETO
Čokoladne praline socado z lešnikovim polnilom in kosmiči,SOCADO,7.59,0,1.0,g, BONBONIERE
Večnamenski cvrtnik Versalio 7v1,TEFAL,149.99,0,1.0,kos, MALI GOSPODINJSKI APARATI
Žival kenguru,TZ–EKSKLUZIVNI BRAND,11.59,6.95,1.0,kos, DRUGE IGRAČE
Rum,PLANTATION,35.69,0,1.0,l, RUM
Keksi z biskvitom,FINESSE,0.89,0,1.0,g, KEKSI NAVADNI; MEŠANI; POLNJENI
Pručka Stars,KEEEPER,12.99,0,1.0,kos, OTROŠKA OPREMA
Set 4M Izkopavanje mamut,4M,11.99,0,1.0,kos, PRIPOMOČKI ZA USTVARJANJE
Higienski strižnik Remington NE3150,REMINGTON,13.99,0,1.0,kos, APARATI ZA NEGO TELESA
Igralni plošček TRUST GXT 545 brez,TRUST,43.99,0,1.0,kos, RAČUNALNIŠTVO
Nizek krožnik Duotone,-,1.99,1,1.0,kos, PORCELAN; KERAMIKA
Barva za lase,SUBRINA CHARM,4.99,0,1.0,kos, BARVE ZA LASE
Žele vrtnice Metka,NANOŠKE KMETIJE,4.29,0,0.001,l, OSTALE PRILOGE JEDEM
Skledica za sladoled Bormioli Rocco Beta,BORMIOLI ROCCO,3.49,0,1.0,kos, KOZARCI
Sprej Magic retouch 8,LOREAL,7.29,6.49,1.0,l, BARVE ZA LASE
Vžigalni gel,FLASH,5.89,0,1.0,l, VRTNA GALANTERIJA IN ORODJE
Brivski vložki Mach3 Start 3 kosi + držalo,GILLETTE,11.69,5.85,1.0,kos, BRIVSKA KOZMETIKA IN GALANTERIJA
Barva za lase Butter Color,SUBRINA BUTTER,7.19,0,1.0,kos, BARVE ZA LASE
Odstrajevalec vlage Ullman,ULLMAN,12.99,0,1.0,g, ODSTRANJEVALCI VONJAV IN VLAGE
Dišeča smreka za v avto Wunder-Baum Strawberry,WUNDER BAUM,2.69,0,1.0,kos, VZDRŽEVANJE IN NEGA VOZIL
Salsa Taco,ZANUY,4.39,3.89,1.0,g, MEHIŠKA PREHRANA
Kuhinjski pribor v stojalu Bamboo,HOME,9.99,6.99,1.0,kos, KUHINJSKI PRIPOMOČKI
Bio čokolada z lešniki,VEGO,3.09,0,1.0,g, ČOKOLADA
Sprej za prekirvanje narastka Magic Retouch 1,LOREAL,7.29,6.49,1.0,kos, BARVE ZA LASE
Sprej za prekirvanje narastka Magic Retouch 5,LOREAL,7.29,6.49,1.0,kos, BARVE ZA LASE
Vrečke mikrofilter za sesalnik GB1MBUP Gorenje,GORENJE,10.79,0,1.0,kos, MALI GOSPODINJSKI APARATI
Odstranjevalec vlaken,TEFAL,16.99,0,1.0,kos, MALI GOSPODINJSKI APARATI
Bio mlečna čokolada,ZOTTER,4.89,0,1.0,g, ČOKOLADA
Bio mlečna čokolada,ZOTTER,4.89,0,1.0,g, ČOKOLADA
Bio temna čokolada,ZOTTER,4.89,0,1.0,g, ČOKOLADA
Bio temna čokolada,ZOTTER,4.89,0,1.0,g, ČOKOLADA
Bio mlečna čokolada,ZOTTER,4.89,0,1.0,g, ČOKOLADA
Bio temna čokolada,ZOTTER,4.89,0,1.0,g, ČOKOLADA
Bio temna čokolada,ZOTTER,4.89,0,1.0,g, ČOKOLADA
Bio temna čokolada,ZOTTER,4.89,0,1.0,g, ČOKOLADA
Bio mlečna čokolada,ZOTTER,4.89,0,1.0,g, ČOKOLADA
Bio mlečna čokolada,ZOTTER,4.89,0,1.0,g, ČOKOLADA
Bio mlečna čokolada,ZOTTER,4.89,0,1.0,g, ČOKOLADA
Bio mlečna čokolada,ZOTTER,4.89,0,1.0,g, ČOKOLADA
Bio temna čokolada,ZOTTER,4.89,0,1.0,g, ČOKOLADA
Bio mlečna čokolada,ZOTTER,4.89,0,1.0,g, ČOKOLADA
Kozarec za vlaganje,BORMIOLI ROCCO,7.29,0,1.0,l, OSTALI STEKLENI IZDELKI
Bio sladka paprika,KOTANYI,2.99,0,1.0,g, ZAČIMBE IN DIŠAVE
Orehovo olje,KOT DOMA,5.49,0,0.001,l, OSTALE VRSTE OLJA
Beli pinot,ŠČUREK,15.29,0,1.0,l, BELA VINA
Malvazija,K&M,14.99,0,1.0,l, BELA VINA
Omaka chop suey,SHAN' SHI,2.29,0,1.0,g, AZIJSKA PREHRANA
Palični mešalnik,BOSCH,19.99,0,1.0,kos, MALI GOSPODINJSKI APARATI
Merlot,VINA BELJE,11.99,6,1.0,l, RDEČA VINA IN ROSE
JP Chenet Fashion,CHENET,8.39,0,1.0,l, PENEČA VINA
Malvazija,SANTOMAS,14.39,0,1.0,l, BELA VINA
Cuevee Beli Križ,MAROF,9.99,0,1.0,l, BELA VINA
Sauvignon Breg,MAROF,21.39,0,1.0,l, BELA VINA
Vino peneče Moet&Chandon brut 0,MOET CHANDON,35.99,0,1.0,kos, PENEČA VINA
Vitovska Grganja,ŠTOKA,12.79,0,1.0,l, BELA VINA
Rebula,BENEDETIČ,11.99,0,1.0,l, BELA VINA
Malvazija,ŠTOKA,11.79,0,1.0,l, BELA VINA
Malvazija,DAR SONCA,8.99,0,1.0,l, BELA VINA
Refoškov liker z belimi tartufi,PALMIERI,10.98,0,1.0,l, POSEBNA IN ALKOHOLIZIRANA VINA
Zobna ščetka,ELMEX,5.79,0,1.0,kos, ZOBNE ŠČETKE
Elastike za lase,FRANCK PROVOST,3.86,1.16,1.0,kos, LASNA GALANTERIJA
Olje oljne ogrščice,KMETIJA BAUMAN.,9.99,0,0.001,l, OSTALE VRSTE OLJA
Ekstra deviško hladno stiskano oljčno olje,KANTE,19.99,0,0.001,l, OLJČNO OLJE
Pšenična moka T 500,KOZJANSKI MLIN,4.89,0,1000.0,g, PŠENIČNA MOKA
Naravno sušeni široki rezanci,ŠILI TESTENINE,3.59,0,1.0,g, REZANCI
Naravno sušene pirine Tagliatelle,ŠILI TESTENINE,3.99,0,1.0,g, REZANCI
Široki jajčni rezanci,MLINARJEV SIN,2.59,0,1.0,g, JUŠNI REZANCI IN JUŠNE ZAKUHE
Jajčni jušni rezanci,MLINARJEV SIN,2.59,0,1.0,g, REZANCI
Likalnik 2000,HOME,19.99,0,1.0,kos, MALI GOSPODINJSKI APARATI
Barva za lase Casting Creme Gloss,LOREAL CASTING,8.99,0,1.0,kos, BARVE ZA LASE
Krožnik skledica z žličko,CANPOL,5.99,1.8,1.0,kos, PRIPOMOČKI ZA HRANJENJE
Hrana za kanarčke,HOBBY VIT,2.19,0,1.0,g, HRANA ZA PTIČE
Duda za stekleničko,MAM,5.99,0,1.0,kos, PRIPOMOČKI ZA HRANJENJE
Steklenička Mam z mehkim nastavkom,MAM,6.79,0,0.001,l, PRIPOMOČKI ZA HRANJENJE
Barva za lase,SUBRINA SATEN,5.99,0,1.0,kos, BARVE ZA LASE
Barva za lase,SUBRINA SATEN,5.99,0,1.0,kos, BARVE ZA LASE
Barva za lase,SUBRINA SATEN,5.99,0,1.0,kos, BARVE ZA LASE
Barva za lase,SUBRINA SATEN,5.99,0,1.0,kos, BARVE ZA LASE
Trak za dudo s pokrovčkov Mam,MAM,5.99,0,1.0,kos, DUDE; GRIZALA; ROPOTULJE
Prt Dotty Walnut,MISTRAL HOME,13.99,0,1.0,kos, KUHINJSKI TEKSTIL
Prt Home Dotty Red,MISTRAL HOME,13.99,0,1.0,kos, KUHINJSKI TEKSTIL
Tipkovnica,TRUST,31.99,0,1.0,kos, RAČUNALNIŠTVO
Kondomi Intense 16's,DUREX,23.39,11.7,1.0,kos, KONDOMI 
Kondom Feel Ultra Thin,DUREX,13.59,0,1.0,kos, KONDOMI 
Odstranjevalec vlage,CERESIT,14.79,0,1.0,g, ODSTRANJEVALCI VONJAV IN VLAGE
Servirni krožnik,ALUFIX,20.39,0,1.0,kos, ALU PLADNJI; POSODE
Kelih za šampanjec Crystalex Claudia,CRYSTALEX,17.99,0,1.0,kos, KOZARCI
Kelih za šampanjec Crystalex Claudia,CRYSTALEX,19.99,0,1.0,kos, KOZARCI
Vrečke za sesalnik Swirl V62,SWIRL,16.49,0,1.0,kos, MALI GOSPODINJSKI APARATI
Duda za stekleničko s 3 luknjami,PHILIPS AVENT,5.99,4.19,1.0,kos, PRIPOMOČKI ZA HRANJENJE
Duda za stekleničko s 4 luknjami,PHILIPS AVENT,5.99,4.19,1.0,kos, PRIPOMOČKI ZA HRANJENJE
Krema Weleda negovalna z zelišči 75ml,WELEDA,9.99,0,1.0,kos, NEGOVALNE KREME; MASKE
Gel za lase,TAFT,4.99,0,0.001,l, OBLIKOVANJE IN UTRJEVANJE LAS
Gel za lase,TAFT,4.99,0,0.001,l, OBLIKOVANJE IN UTRJEVANJE LAS
Čokoladna figura Riegelein,RIEGELEIN,3.49,0,1.0,g, ČOKOLADNI IZDELKI
Očala,-,2.49,0,1.0,kos, MIKLAVŽ; BOŽIČ; NOVO LETO
Detergent za pranje perila Faks Shu Shu,FAKS HELIZIM,20.99,0,1000.0,g, DETERGENTI ZA PRANJE PERILA
Perlice Magic Affair,SILAN,6.99,4.89,0.001,l, MEHČALCI ZA PERILO
Papirnati podstavki za peko Fackelmann Black&White,FACKELMANN,2.99,1.79,1.0,kos, PEKAČI IN PRIPOMOČKI ZA PEKO
Gorenjska prekajena zaseka,MLINARIČ,11.89,0,3500.0,g, MAST IN OCVIRKI
Tamponi Active Normal,KOTEX,3.39,1.02,1.0,kos, DAMSKI VLOŽKI IN TAMPONI
Tamponi Active Super,KOTEX,3.39,1.02,1.0,kos, DAMSKI VLOŽKI IN TAMPONI
Svetlo lager pivo Hop house 13,HOP HOUSE 13,2.19,0,1.0,l, PIVO
Vosek za lase,TAFT,4.99,0,0.001,l, OBLIKOVANJE IN UTRJEVANJE LAS
Sadni jogurt,SIRARNA ČUŠ,2.39,0,0.001,l, SADNI JOGURTI
Energijski napitek,BOOSTER,1.29,0.96,1.0,l, ENERGIJSKI NAPITKI IN IZOTONIČNE PIJAČE
Energijski napitek The Withcher,OSHEE,1.49,0,1.0,l, ENERGIJSKI NAPITKI IN IZOTONIČNE PIJAČE
Energijski napitek The Withcher,OSHEE,1.49,0,1.0,l, ENERGIJSKI NAPITKI IN IZOTONIČNE PIJAČE
Instant napitek,MOJ DAN,4.59,0,1000.0,g, INSTANT NAPITKI  
Domači pekoči ajvar iz pečenih paprik,PODRAVKA,3.99,0,1.0,g, KETCHUP; AJVAR; GORČICA
Začimbna mešanica za piščančji wok,FANT,1.79,0,1.0,g, ZAČIMBE ZA KUHO
Pekoči ajvar,PODRAVKA,2.39,0,1.0,g, KETCHUP; AJVAR; GORČICA
Bio sadni jogurt,ANDECHSER,0.89,0,1.0,g, SADNI JOGURTI
Zelenjavna mešanica,LEDO,2.99,0,1.0,g, ZAMRZNJENA ZELENJAVA
